userName,score,at,content
Ety Hastuty,5,2026-05-09 23:29:43,tolong untuk shopee...nama kurir saat pengiriman di cantumkan...jadi bsa komplain ke bagian kurirnya langsung tau nama kurir yg bermasalah....jgn menjadikan pelanggan susah untuk klaim pada kurir...
Ilvana Desyanti,5,2026-05-09 23:27:41,"gak oernah belanja kemana mana lagi hanya di shopee sekarang,tinggal tap tap uda dtg deh...terimakasih shopee...😊🥰"
Su Santo,1,2026-05-09 23:27:26,pop up iklan terlalu banyak
Abdullah Aziz,3,2026-05-09 23:23:21,Cukup disini saja shopee Indonesia Dan Kurang Menarik Juga?
EL Cangkil,5,2026-05-09 23:18:13,wow
Ulul Albab,1,2026-05-09 23:14:02,shoppe sekarang mengecewakan
Alif Rakhman,4,2026-05-09 23:13:21,diskon sedikit
ibim ibrahim,5,2026-05-09 23:11:57,mungkin 1-2thn ini sudah beralih ke shopee dari bbrp market place lian yg sudah saya pakai sebelumnya bertahun². semoga semakin shopee kedepannya. spaylaternya jg mungkin vs diperbaiki.
Ngurah Pradnyasidi,5,2026-05-09 23:10:37,belanja online paling lengkap dan murah
endang titi lestari,5,2026-05-09 23:06:31,dikirim sesuai pesanan
Rifqi Amal Fatah,5,2026-05-09 23:04:57,"mantap, bisa belanja dg free ongkir"
Syamsu Hadi,5,2026-05-09 23:03:40,"bagus ,mempermudah belanja kita"
Ari Khan,5,2026-05-09 22:56:58,mantap jiwa
Gol D (Mizu),1,2026-05-09 22:56:57,"aplikasi shopee tidak bisa akses, hanya ada tulisan shopee dan tidak bisa masuk ke aplikasinya, mohon segera diperbaiki"
herliyana habibie,5,2026-05-09 22:55:54,sangat bermanfaat
rasya azriel junior,5,2026-05-09 22:55:38,Sangaat membantu
Yanto Bae,5,2026-05-09 22:51:22,sejauh ini Shopi makin baik mudah di gunakan dan lancar lancar saja.sangat membantu buat yg male keluar rumah tinggal pesan barang datang
Ju Manji,1,2026-05-09 22:50:16,2 kali beli barang lwat apps ini lebih dari 4 bulan ternyata uang ilang barang tak kujung dtang dan ikelan di apps lain bikin kesel ndak bisa disekip dan tanpa durasi
Torro Putra,4,2026-05-09 22:49:24,barang yg saya pesan sesuai yg saya terima
Raden Vini,5,2026-05-09 22:47:39,"selama ada Shopee yang super top, makin gampang dan cepat aku berbelanja. semoga Shopee makin maju dan selalu banyak diskon dan potongan harga nya Semangat Shopee 🙏🥰"
Mensiana Rafu seran,5,2026-05-09 22:47:33,bagus
Lia Bangkak,5,2026-05-09 22:47:03,sangat puas
Bambang Suwarno,5,2026-05-09 22:45:44,pengalaman Sy banyak
Dedy Sukara,5,2026-05-09 22:40:29,ok
B e e,4,2026-05-09 22:38:58,"Aplikasi delay mulu, mencet keranjang dan lain lain nge frame dulu sedangkan nge scoll down task bar HP lamcar2 aja lancar (berarti bukan HP nya dong)"
Eza Yulianto,5,2026-05-09 22:34:03,bagus
Mauluddin Anwar,3,2026-05-09 22:31:59,semaga succes terus
Anjas Permana,5,2026-05-09 22:30:30,nice
Hasan Hasan,5,2026-05-09 22:30:10,Baik👍
Tta Tta,4,2026-05-09 22:30:06,baguss
eko Prangstio,5,2026-05-09 22:27:04,Bagus
Sopiatul Fitriah,5,2026-05-09 22:24:59,sangat baikkk
Ultramen Jambon,2,2026-05-09 22:24:54,hmmm....gimana ya biar kritik ini bener bener di baca dan di terapkan...shopee food..di lapak nya tertera jarak 2km..setelah mau di cek out...jarak nya jadi 5 km .. gila .. berat banget kayak nya jadi jujur buat hal kecil aja...di sudut mana..di hal apa hidup ini untuk bisa nemu secuil saja kejujuran...
Mas Oke,1,2026-05-09 22:23:17,pelayanan buruk
Agara Cell,5,2026-05-09 22:22:24,bagus bngtt aplikasi ya murah'+gratis ongkir seru bngt belanja disini
Hafizh Hamizan,5,2026-05-09 22:20:43,"aplikasi bagus, sangat membantu , dan bnyak gratis ongkirnya😁"
Gus Madi,5,2026-05-09 22:19:06,memuaskan
Bintang Indra Saputra,1,2026-05-09 22:13:38,ga bagus update lokasi lama nyusahin
Dony Eko Prasetyo,1,2026-05-09 22:12:42,Tidak layak
Bang Mull,5,2026-05-09 22:12:07,sangat baik TPI masih ada barang yg ga sesuai pesan tolong di perbaiki lagi
Heri Papah,5,2026-05-09 22:09:59,Lanjutkan mantap
Jepri Mechanic,5,2026-05-09 22:09:28,ketika keadaan darurat sangat berguna terimakasih spaylater 🥰🥰
Owon,5,2026-05-09 22:08:43,keren
Tafsir Maulana,4,2026-05-09 22:05:08,karena membuka shoppe sangat lemot lebih dari 5 menit jadi saya tidak bisa kasih bintang fuul
Haifa HS.,4,2026-05-09 22:05:07,buat fitur untuk blokir akun-akun php! hoby ngefixs barang saat live tapi gak mampu beli alias payment supaya seller dijauhkan dari manusia-manusia tdk bertanggungjawab!
Qomarul Umam,5,2026-05-09 22:04:33,bagusterpercaya
Boy LeobertSalomo,5,2026-05-09 22:02:26,Cuma minta bnyakin lagi discont nya min..makasih
Sutikno Wijaya,4,2026-05-09 22:00:37,Alfatihah....
Alessandro Delpiero Age,5,2026-05-09 21:46:40,apk sangat baik dan aman terpercaya
Halim Pratama,5,2026-05-09 21:46:04,sesuk harapan
Erivendi,1,2026-05-09 21:45:47,"Tdk beres pengiriman barang pesanan...Tidak jelas, bertele tele"
Aan Wong tani,1,2026-05-09 21:44:45,"untuk pihak shoope mohon di filter lagi yang aman untuk kreator, akun saya ternonaktifkannya barang dan jasa yang dilarang. itupun postingan saya yang kurang lebih 4 bulan, . . kalau memang jasa yang dilarang kenapa affiliator yg kena imbasnya. tokonya aman aman saja. 6 bulan berkreasi di affiliator tumbang karena hal tersebut."
Khasan Sanusi,5,2026-05-09 21:43:28,"Sangat membantu dalam bisnis saya, belanja cepat, mudah dan terpercaya."
Sofiyanti Pengarang,5,2026-05-09 21:43:26,belanja mudah dan praktis
Syamsuri Suri,5,2026-05-09 21:41:50,membantu meningkatkan pendapatan konsumen
Arman budiman,5,2026-05-09 21:41:43,keren
Sarah Lofita,1,2026-05-09 21:41:17,udah berapa kali paket di bikin muter muter aja . di tambah pengiriman nya lebih dari estimasi ..
Drs Agus Adri,5,2026-05-09 21:40:55,Tepat Waktu Kurir Sopan
Fitria Ria,5,2026-05-09 21:36:10,sopi memang terbaik
Sandy Afriadani,1,2026-05-09 21:35:57,"aplikasi sampah, lupa kata sandi, ingin ubah dengan verifikasi lewat email malah di alihkan ke nomor yg sudah tidak aktif"
muklis raditiya,1,2026-05-09 21:34:54,sejak gabung dengan SPX performance nya jadi burukk dalam segi pengantaran barang
Rasih Bae,1,2026-05-09 21:33:50,sangat menyesal pengajuan return uang gk kmbli gk adil shope
Dedy Iskandar,5,2026-05-09 21:30:12,ok
Iis Aisyathv,5,2026-05-09 21:29:45,jadi mudah untuk berbelanja
Angy Dwianggraini,5,2026-05-09 21:29:22,Udah bagus.. Menunggu loadingnya gak pakek lama2 . Teimakasih
Rilo Alfiansyah,5,2026-05-09 21:28:43,Alhamdulillah amanah
sha zia,1,2026-05-09 21:28:14,"shopefood dobel order triple order kasian driver,"
Pace Capung,5,2026-05-09 21:27:03,sukses selalu
Aulia Kiki,3,2026-05-09 21:26:57,sering bgt lelet dan susah login di web
garra setiawan,5,2026-05-09 21:25:47,shopee emang yg terbaik... tp kok knp loading nya lelet bnget y...
spans loy,1,2026-05-09 21:24:52,kurir jelek
Wahyudi Wahyudi,5,2026-05-09 21:24:27,saya suka
Agus Susilo,5,2026-05-09 21:21:49,buat shopee tolong di perketat tentang akun shopee yang coba mau masuk tanpa izin
AMBRILLAH ELLA,5,2026-05-09 21:20:35,bagus gara² sda sopi jadi gaperlu keluar rumah
Kacer Brata,5,2026-05-09 21:20:32,Shopee the best lah👍👍
Muhyi Muhyi,5,2026-05-09 21:17:17,sangat membantu
Hera Wati,5,2026-05-09 21:14:55,ok
Hari pamungkas,5,2026-05-09 21:14:02,bantu iya
Dasmanta Putra,3,2026-05-09 21:11:02,kenapa akun saya tiba2 muncul wa yg isinya kode OTP ya?? apakah akun saya diretas?
Nur Diman,5,2026-05-09 21:07:06,"aplikasi shopee nya sangat membantu sekali disaat mencari barang selalu ada dan lengkap. terima kasih shopee sudah membantu sesuai kebutuhan yg diperlukan, semoga aplikasi ini tambah pengguna. sekian dan terima kasih"
Yano Bela,5,2026-05-09 21:07:00,ok
Toni Mangole,3,2026-05-09 21:06:41,kalau saya area sulawesi kadang2 pengirimanya smpe satu bulan aplagi desmber pesan paket nyape nnti januari😓 di mohon pelaynya lebi di percepat kalu pesan paket desmber🙏
fahrul Rozi,4,2026-05-09 21:02:18,digunakan hemat shope sdh oi
Rahmat Ashari,1,2026-05-09 20:59:41,sangat kecewa dengan shopee akun saya gak bisa di hapus
insan kamil,1,2026-05-09 20:57:34,shopee sekarang susah buat oengembalian barang udah jelas jelas ga sesuai eh malah di batalkan terus balikin lagi fitur kaya dl biar langsung bisa
Ari Wicahyono,5,2026-05-09 20:55:42,"barang sesuai dengan tgl kedatangan nya,aman sampai tujuan josss"
MUHAMMAD ROFIQ,5,2026-05-09 20:54:51,aplikasi ini sangat cepat pengiriman nya
Sania,5,2026-05-09 20:54:09,sukakik
Cataleya Rafifa,5,2026-05-09 20:51:43,"Mantap aplikasi idamanku beda dengan apk sebelah Udah mahal return barang ribet dan mulai bisa belanja pakai qris barangnya pun sangat bagus dan terbaik ,,top lah"
Tiphara Mancing,5,2026-05-09 20:51:32,keren
Mas ud sitorus,5,2026-05-09 20:44:47,Shopee dapat memenuhi pilihan saya
Ali Laysaly,2,2026-05-09 20:44:46,"iklannya di mna""shopee ganggu bnget"
Seriandi,5,2026-05-09 20:42:09,"banyak yang bilang apk ini bagus, ya saya ngikut aja dulu❤️"
Helmi Bayu,1,2026-05-09 20:41:56,Shopee lite dong aplikasi shopee Tokopedia Blibli lazada WhatsApp makan memori lah
Abi Dwi Saputra,1,2026-05-09 20:41:08,kenapa yah kalo iklan di aplikasi lain terus udah di pencet tanda silang tetep masuk ke shopee terus di apk shopee nya ngelag patah patah kayanya server nya bobrok nih shopee
reza herlangga,1,2026-05-09 20:39:47,"parah"" blanja di shoppee sekarang, blanja 4 barang datang telat semua, 3 hari masih kurang ?? lelet kalian spx lemah!!"
Reza Kustiana,3,2026-05-09 20:37:42,saya kasih bintang 3kenapa karna pengiriman paket sangat lambat bisa sampe 4/5hari padahal di playform lain paling lambat 3hari sudah sampe mau sejauh apapun alamat tokonnya mohon dipercepat lagi untuk pengantaran paketnya terima kasih.. demi kenyamanan plangan shoppe indonesia.
Rudi anto,5,2026-05-09 20:37:25,the best
Ahmad Ramadhon,5,2026-05-09 20:36:52,recommend belanja online
Anthoni Basit Erlangga,5,2026-05-09 20:36:50,Aplikasi Yang Super Lengkap & Banyak Promo nya..Mantapp...Terimakasih.
Teguh Soegiarto,5,2026-05-09 20:35:57,Praktis
Rahma Yani,5,2026-05-09 20:33:12,keren
Ahdan Alfajri,5,2026-05-09 20:31:41,sangat cocok
aryono fikink,1,2026-05-09 20:29:10,"Tolong bilangin ke gudang cirebon dc knpa paket suka bgt stuck berhari hari di situ, sumpah idiot bgt tuh cirebon dc"
Audrey Heree,2,2026-05-09 20:27:55,"banyak penjual yang pakai video produk orang lain jadi bikin banyak yang ketipu, seller banyak yang gak amanah dan banyak yang nipu juga. Tolonglah shopee udah beberapa kali aku kena seller yang gak amanah, rugi banyak ini.."
Aspar Jago,5,2026-05-09 20:27:03,mempermudah segala urusan kalo untuk urusan belanja.pokonya buat apknya terimakasih banyak telah meringankan warga Indonesia terkususnya aku pribadi sekali lagi makasih 😊🙏🏻
Windu Aditya,5,2026-05-09 20:26:55,shop yg menipu tolong di black lis
nurohmah siti,4,2026-05-09 20:26:44,"sekarang shopee pengiriman nya lama banget, udah hubungi cs nya tapi tetep aja proses nya ga dipercepat padahal lagi butuh banget"
Siti Salsabilah,5,2026-05-09 20:25:35,sangat bagus dan terbaik selalu shoppe 👍
om dien,5,2026-05-09 20:25:25,pokok nya serba mantap
Hosea Kapugu,1,2026-05-09 20:18:34,saya sudah mengirim dari WhatsApp dan messenger tapi tidak ada balasan satu pun
afni shaleha,5,2026-05-09 20:16:55,bagus
wardiman 1965,4,2026-05-09 20:16:53,pelayanan bagus. sayangnya untuk pengiriman spx. banyak yg bermasalah
Azis Saputra,5,2026-05-09 20:15:39,di percaya
Morgan Top,5,2026-05-09 20:14:42,Shopee Indonesis satu2nya apk belanja online yg sukai
Derhana,5,2026-05-09 20:13:16,melalui shopee...terjamin
ulil albab,4,2026-05-09 20:13:06,manteb bgt
Zul dirga Pranata,5,2026-05-09 20:11:19,sangat mudah untuk ber belanja barangnya pun sesuai seperti yg kita inginkan
Ngabidin Din,5,2026-05-09 20:07:40,terus jaga kualitas dan pelayanan
Winarno Ahmad,5,2026-05-09 20:06:10,"jika pesanan di batalkan sudah masuk waktu pasti akan di tolak seller, seharus tombol BATALKAN PESANAN di non aktifkan saja"
Aira Nurkamila,5,2026-05-09 20:04:24,bagus aplikasi nya top bisa belanja apapun deh bagus ✨🥳
Cueng Cupu11,5,2026-05-09 20:03:49,aplikasi membantu berbelanja
Rasmundul,3,2026-05-09 20:01:29,jos
Petrus Datulangik,5,2026-05-09 20:00:48,sangat membantu
Denny Danisa,2,2026-05-09 19:58:52,"serasa di bikin jebakan,mau C.O di official APR asli dg harga murah ga bisa"".giliran udah bisa C.O mlh di batalin secara sepihak...giliran toko rating rendah mudah bgt😮‍💨makin kesini mlh makin ga jelas....kecewa bgt"
Putra Agung,3,2026-05-09 19:57:54,"tolonglah playlater ,pinjaman diaktifkan lgi,sya butuh,jgan karna telat pembayaran ,ga bisa dipakai jangka panjang gini,kita butuh shopee,shopee juga butuh kita,playlater Ma pinjaman sangat perlu buat usaha bengkel motor"
Farida Nov,5,2026-05-09 19:56:52,sangat membantu uuuuu i loveeeeee shopee
Marfel Marfel ksoh,1,2026-05-09 19:56:51,pihak Shopee ngak mau bertanggung jawab soal peraturan barang dibilangnya bukti tidak lengkap ngak mau berfihak ke pembeli lebih berfihak ke penjual
Yohanes Wijaya,1,2026-05-09 19:54:30,"sudah melunasi tagihan2 tapi playlater tetap di bekukan lama sekali , sangat mengecewakan"
hikari kiasatina,4,2026-05-09 19:53:46,"shopee memiliki dampak positif dan negatif.shoppe memudahkan masyarakat untuk berbelanja dengan alat digital tanpa harus ke toko, shoppe juga menyediakan berbagai barang dengan harga beragam.selain itu,shopee juga membuka lapangan kerja bagi masyarakat. namun aplikasi ini jika di gunakan berlebihan dapat memicu kecanduan dan boros,aplikasi ini juga berresiko penipuan dan barang tidak sesuai gambar"
Pardi Ahmad,3,2026-05-09 19:51:05,"pelanggan baru kok di tipu oleh pocer yang di siapkan, sudah beberapa kali di pakai malah di batalkan oleh shopee sendiri"
cipo langsing,5,2026-05-09 19:50:38,"kalo baru download bnyk bgt brg yg Rp.0 suka bgttt shoppe food jg penting bgt di aku, cm jrg ada peromo"
Sinta Masita,5,2026-05-09 19:50:03,apl nya cukup membantu trimakasih
muhammad azzam azaam,5,2026-05-09 19:46:38,BAGUS BANGET
Ejok Pitra,5,2026-05-09 19:45:38,Shopee yang terbaik
Bobby Id,5,2026-05-09 19:44:56,bermanfaat
athyh zzahra28,1,2026-05-09 19:43:15,benci bgt gua tiap buka Shopee selalu masuk ke video jadi ngelek HP gua!!!!!!!
Maulana Setiawan,5,2026-05-09 19:43:03,"beli apa pun ada disini, jangan ragu buat belanja d shopee.."
Izudin Arozi,3,2026-05-09 19:39:36,Makin kesini pengiriman kok makin lama ya... ada yg sampe seminggu lebih ga nyampe2
Luvcesy,4,2026-05-09 19:39:33,"Aplikasi bagus memudahkan kita yang malas belanja sendiri jadi terbantu dengan adanya Shoppe tapi.. Saya mau ngasih saran kalau bisa sih temanya tambahkan warna hitam ga warna putih aja, karena terlalu cerah kalau gelap-gelapan buka aplikasi shopee bisa menambah minus mata saya. 🙏🏻"
Jujun Junaedi,5,2026-05-09 19:38:40,sangat baik
Penjelajah Dunia,1,2026-05-09 19:38:05,"saya kecewa dinonaktifkannya akun affiliate, dengan alasan barang dan jasa yang di larang. . dari sini saya paham berarti saya terperangkap. mohon di filter lagi agar tidak ada korban lagi. udah cukup aku saja yang terperangkap yang lain jangan sampai seperti saya ya."
Helmi Sirajuddin,1,2026-05-09 19:37:44,jadi ga ngotak sekarang
Shofian Setiawan,1,2026-05-09 19:37:28,"langsung aja ""DC KABUPATEN CIREBON KEK GA NIAT KERJA , BERKALI KALI PAKET KALO DROP DI KABUPATEN CIREBON DI PENDEM 2-3 HARI GA DI URUS"" MENDING LU PADA RESIGN KALO GA NIAT KERJA"
Nur Malis,5,2026-05-09 19:37:28,puas
al man,1,2026-05-09 19:37:06,"saran saya jangan pake Shopee pay & sea bank karena mereka bisa ambil uang kalian, seperti saya yang saldo sea bank saya sebesar 2.1 jt tiba"" di lakukan transaksi untuk pembayaran google play padahal bukan saya yang transaksi, padahal saya setiap transaksi pasti verifikasi 2x yaitu password dan verifikasi wajah, saya sudah lapor ke cs tapi jawabannya malah kami tidak tahu, apa jangan jangan ini permainan karyawan Shopee pay & sea bank sendiri yang"
Cek dawi,5,2026-05-09 19:34:11,biaya penanganan apalah shopee koncol
Izaaja,1,2026-05-09 19:34:01,"kak tolong lah ya pilihan COD nya dibuka udah 3 bulan lebih ga dibuka, udah saya coba hubungi ke Choki atau CS tapi sama aja dia bilang masalahnya selesai tapi ga ada hasilnya"
Jaka Subagja,1,2026-05-09 19:30:26,payah
Farhan Van Gobel,5,2026-05-09 19:30:19,good luck
Sayyidah Uput,5,2026-05-09 19:29:31,KESEL DIKIT
Hery Subagiyo,5,2026-05-09 19:27:54,👍
Muharil Aril,5,2026-05-09 19:27:14,ok bgt
Rizon channel Baturaja,4,2026-05-09 19:26:14,"Bintang berbicara, saran kalau bisa sistem pengiriman jangan di ajak muter2 dong, langsung aja dari kota penjual ke kota pembeli,, buat meminimalisir resiko kerusakan barang, akhir2 ini sistem pengiriman sering muter2 nggak jelas,, belum lagi tanggal estimasi yang tidak pasti,, berubah-rubah,,makin lama sampainya,, intinya shopee sudah tidak secepat dulu dalam pengiriman,, maaf bintang saya kurangi satu,, kalau makin parah maaf saya bakalan kurangi lagi,, saya pengguna aplikasi ini sudah lama,,"
Fairutz Dzulfadly,5,2026-05-09 19:25:22,bagus
Febri Arianto,5,2026-05-09 19:25:13,puas
ima Huda,5,2026-05-09 19:21:25,berguna
PENDI AHMAD,5,2026-05-09 19:21:16,jempol pokoknya
Eriska samsuri,5,2026-05-09 19:21:09,semenjak ada sopi yang tadi nya ke tiktok ke sopi
Shania Riani,1,2026-05-09 19:20:53,GAUSAH TERCANTUM PENAWARAN MURAH SHOPEE DEALS KALO UJUNGNYA KITA SAMA AJA BAYAR DENGAN HARGA NOMINAL AWAL!!!!
Eko Purwanto,4,2026-05-09 19:20:49,okeh
Asep Zaenal m,5,2026-05-09 19:20:41,sangat puas
Muliatin Nurhudianto,5,2026-05-09 19:18:59,"sangat membantu, untuk memenuhi kebutuhan sehari2"
TASMAN KONGGAMEA,5,2026-05-09 19:16:24,shopee semakin didepan 👍👍👍
Mburgem,5,2026-05-09 19:16:02,"Iklan barang slalu real , gratis ongkir , respotn cepat"
pna alamanda,2,2026-05-09 19:15:11,"kenapa akhir-akhir ini pesanan lama banget sih? bukan cuma saya, tapi semua temen saya paketnya pada stuck di bekasi 3 hari gak jalan jalan juga paketnya"
ar lintang,5,2026-05-09 19:13:28,keren
Rohmat Helos,1,2026-05-09 19:13:01,iklan nya yang muncul di layar sangat mengganggu
Dedy Selan,5,2026-05-09 19:11:28,puas
Ahak Az,5,2026-05-09 19:11:21,ok
ian Aleksan,5,2026-05-09 19:08:43,Josjis tolong banyakin voucher diskon biar ga mahal untuk kaum bawah
Ganjar Yoga,5,2026-05-09 19:07:06,bagus belanja jadi mudah dan cepat
Duta Gembala,5,2026-05-09 19:03:07,terimakasih sangat membantu
Nani Fitriyani,1,2026-05-09 19:02:06,"apk gk jelas jir, gaada koneksi internet mulu, padahal wifi di rumah gk lag sma sekali"
Yuyun Yun,3,2026-05-09 19:01:28,good
Tahir Ahmad,5,2026-05-09 19:00:15,bagus
Ali Mustofa,4,2026-05-09 18:58:47,Ga bisa daftar sama nomor lama
ibnu girindra,1,2026-05-09 18:58:07,biasanya tidak ada siaran live atau video bikin hp sangat lemot saya kasih saran hilangkan siaran live atau video
dhani mardianto,5,2026-05-09 18:57:37,Aplikasi Shopee Sangat Bagus
Yati Rohayati,5,2026-05-09 18:56:44,"kasih keterangan dong kalau toko sedang tutup, atau jangan tampil di beranda dulu selama gak beroperasi biar gak ada salah paham. secara ini kan berbelanja via online masa harus tahu jadwal buka toko."
Imron Jauhary,5,2026-05-09 18:55:33,"di shopee blanja murah,banyak voucher"
Herman To,5,2026-05-09 18:55:01,"Belanja online lengkap ,,,,"
Js Santos,5,2026-05-09 18:54:05,baru coba
Dinda Erhay,5,2026-05-09 18:53:58,Shopee sekarang makin banyak voucher makin Sukak dehhhh🥰🥰🥰🥰
Devi Puspita,5,2026-05-09 18:53:00,mantap
Aliya Zibran,5,2026-05-09 18:52:46,shopee keren mempermudah segala keinginan menjadi kenyataan
Tangguh Permana,5,2026-05-09 18:52:27,semua pesanan saya datangnya tepat waktu
Kasidi Pucangan,5,2026-05-09 18:52:04,Terbaik untuk Shopee
Rts Kholifah,5,2026-05-09 18:51:09,untuk mendapatka barang yg sesusai menurut pengalaman saya harus melihat berapa banyak barang yg terjual dan banyak ulasan ulasan yg intinya memuaskan.
Pak Nurman,5,2026-05-09 18:49:57,layanan sesuai SOP
Muhammad Al-fatih,5,2026-05-09 18:49:32,good
Muhammad Rizki,1,2026-05-09 18:49:10,"sistem shope pas naik ke versi 94 makin parah banget, orderan double sampai triple order gak ada notifikasi nya!!! bikin ancur performa driver, bukan 1 atau 2 driver hampir semua sama!!! tolong di perbaiki sistem dan kalau bisa pisah fitur antara food dan spx."
Irvan Ruliansyah,1,2026-05-09 18:48:55,Pengiriman spx sangat jelek dan sangat merugikan konsumen n penjual
Nurul Istiqomah,5,2026-05-09 18:48:34,Bagus
Ikung Anto,5,2026-05-09 18:48:24,semoga tambah ok
Zero Zxees,5,2026-05-09 18:46:21,bagus
Moh.sahroni Roni,5,2026-05-09 18:45:31,keren
Kiki Dg,5,2026-05-09 18:44:09,mantap
Rusdi Yustira,1,2026-05-09 18:42:07,semakin lama pelayanan shoopee semakin buruk
Ali Shafuwan,5,2026-05-09 18:41:29,"Belanja di shopee, cara mudah berbelanja cepat, mudah, praktis 👍"
Eza,1,2026-05-09 18:39:54,Jan paksa suruh orang masuk aplikasi lu Napa gw lagi get key kegangu
Hendri,2,2026-05-09 18:39:14,"kenapa pesanan saya selalu di kembalikan kepada penjualnya padal saya tidak pernah menolak atau apapun,ini sepertinya ulah kurir yang gk bertanggung jawab tidak mau mengantarkan alasan jauh,dan saya tiba2 tidak bisa COD,kalau begitu saya akan uninstal aplikasi shopee,kalau tidak bisa COD.sekian dan terima kasih.."
Fiki Andrian,3,2026-05-09 18:38:41,buat tim shopee kenapa sekarang nama kurir gk tertera??? dan udh gadak lg tercantum nomor handphone jadi ketika ada pengiriman yg gk sesuai ketika bukan kita yg pesen yg Nerima kita bingung mau ngehubungin kurirnya
Hetty Nurbiathy,5,2026-05-09 18:37:15,aplikasi yg sangat membantu sekali..sudah lama saya bergabung..pokonya sip deh.
Dawud akbar Syahputra,5,2026-05-09 18:36:28,bagus banget
Dora Emon,3,2026-05-09 18:36:09,ganggu bngt iklan shopee nya. buka apk game iklannya shopee main game pun berulang kali tiba² keluar. malah masuk ke apk shopee. maksa bngt. untuk layanan belanja mantap bngtt. gratis ongkirnya juga wow sih. minusnya sedikit ganggu kalau buka apk lain tiba² pertengahan malah keluar eh masuk apk shopee
Heri ahmad bukhori,1,2026-05-09 18:35:55,"aplikasi dongo,gua mesen paket kg nyampe nyampe heran seribu heran gua mah"
Ciwonz 02,1,2026-05-09 18:34:22,tolong shope lebih peduli lagi terhadap toko abal2 saya ketipu 2x di toko tersebut untuk bukti dan riwayat saya ada semuanya tolong di tindak lanjuti karena merugikan pembeli
Hendri Ajh,1,2026-05-09 18:31:55,ganggu nonton Drakor
Sukarna Winata,5,2026-05-09 18:29:54,terimakasih shoopy. ataa app shoopy kami bisa berbelanja dgn enak.
Syilmi Hadi,5,2026-05-09 18:29:04,saya kecewa dengan estimasi nya
Nyoman Setiati,5,2026-05-09 18:29:04,Shopee Keren.
Annas ganteng,4,2026-05-09 18:28:26,pake lah shopee gampang lagi belanja di sini mura meria semua
Ainun Nisya,5,2026-05-09 18:27:15,"sangat sangat membantu saya untuk memenuhi kebutuhan saya, dan yg paling saya suka, jika pesanan tdk sesuai, barang bisa dikembalikan tanpa potongan biaya"
Andy Wijaya,5,2026-05-09 18:26:14,harga lebih murah Dari toko sebelah komplain konsumen cepat tangap
Naylilah Agustin,1,2026-05-09 18:25:24,"saya sangat kecewa dengan expedisi spx,kurir tidak sopan dan selalu dipersulit"
Suci Adreani,5,2026-05-09 18:24:50,aplikasi yang dapat dipercaya
Muhammad Syahid,5,2026-05-09 18:22:06,hebat
Motekar Mandiri Crhaft,5,2026-05-09 18:20:13,mantap
Ahad Hungkul,1,2026-05-09 18:18:05,"spaylater masih di bekukan, tahun2 kemarin gw nanyain ke cs ada email masuk katanya shoppe meter saya di bawah 500, eh pas shoppe meter saya 711 dan aktif belanja di shoppe dan chat cs masih aja belum di buka aneh banget."
H Setiawan,5,2026-05-09 18:17:26,bagus
Klinik mobil indonesia,2,2026-05-09 18:17:01,SEPI BANGET YANG TANYA AJA GA ADA APALAGI YANG BELI..KALO ADA YG CHAT PASTI CHAT NYA CEKLIST 1 TAU TERKIRIM DAN TERBALAS ATAU TIDAK KE CALON PEMBELI
Dym3 High performance,2,2026-05-09 18:14:01,"aplikasi ini sangat buruk dari pengiriman dan barang palsu nya dan lebih mengecewakan lagi pihak shopee nya berpihak ke seler penipu, saya mengajukan return bahwa barang rusak/tidak bisa dipakai ntuk kalian yg ingin berbelanja online lebih baik hindari aplikasi busuk ini dikarenakan tidak akan bertanggung jawab atas semua pembelian kalian walaupun mengajukan return dengan bukti yg jelas"
Arief mmj,5,2026-05-09 18:13:54,lambat sekali pengiriman paketx
Hasanuddin,5,2026-05-09 18:13:34,harga lebih murah dari pada di tokoh !
Muhammad Farhan,5,2026-05-09 18:12:46,video di shope kebanyakan menipu lain di Spil lain yang di jual kasian user yang baru menggunakan shope ..udah banyak korbanya .. kalo bisa video yang gak sesuai di pilter aja.. terima kasih..
Junung Kurniawan,5,2026-05-09 18:12:08,memberi kenyamanan dalam komunikasi baik
Arsyandi shofyan Shofyan,5,2026-05-09 18:11:19,apk bagus... dan juga amanah
Iwan Prasetyo,4,2026-05-09 18:10:40,"pertama ... Rekomendasi shopee video meresahkan, terkesan menawarkan harga terjangkau, padahal toko sudah tidak aktif selama beberapa minggu... kedua Banyak penawaran yang produknya berbeda dengan yang ada di video, originalitas produk di video tidak sesuai dengan produk realnya."
Yazid Yazid,5,2026-05-09 18:10:25,mantaaap
Yellow,5,2026-05-09 18:10:12,sangat mantappp
baikialjannah,5,2026-05-09 18:09:49,"aplikasi bagus mempermudah kita belanja kebutuhan, dan aman.."
