content_cleaned,label
semua pesanan saya datangnya tepat waktu,1.0
terbaik untuk shopee,1.0
untuk mendapatka barang yg sesusai menurut pengalaman saya harus melihat berapa banyak barang yg terjual dan banyak ulasan ulasan yg intinya memuaskan,1.0
layanan sesuai sop,1.0
good,1.0
sistem shope pas naik ke versi  makin parah banget orderan double sampai triple order gak ada notifikasi nya bikin ancur performa driver bukan  atau  driver hampir semua sama tolong di perbaiki sistem dan kalau bisa pisah fitur antara food dan spx,0.0
pengiriman spx sangat jelek dan sangat merugikan konsumen n penjual,0.0
bagus,1.0
semoga tambah ok,1.0
bagus,1.0
keren,1.0
mantap,1.0
semakin lama pelayanan shoopee semakin buruk,0.0
belanja di shopee cara mudah berbelanja cepat mudah praktis,1.0
jan paksa suruh orang masuk aplikasi lu napa gw lagi get key kegangu,0.0
kenapa pesanan saya selalu di kembalikan kepada penjualnya padal saya tidak pernah menolak atau apapunini sepertinya ulah kurir yang gk bertanggung jawab tidak mau mengantarkan alasan jauhdan saya tiba tidak bisa codkalau begitu saya akan uninstal aplikasi shopeekalau tidak bisa codsekian dan terima kasih,0.0
aplikasi yg sangat membantu sekalisudah lama saya bergabungpokonya sip deh,1.0
bagus banget,1.0
aplikasi dongogua mesen paket kg nyampe nyampe heran seribu heran gua mah,0.0
tolong shope lebih peduli lagi terhadap toko abal saya ketipu x di toko tersebut untuk bukti dan riwayat saya ada semuanya tolong di tindak lanjuti karena merugikan pembeli,0.0
ganggu nonton drakor,0.0
terimakasih shoopy ataa app shoopy kami bisa berbelanja dgn enak,1.0
saya kecewa dengan estimasi nya,1.0
shopee keren,1.0
pake lah shopee gampang lagi belanja di sini mura meria semua,1.0
sangat sangat membantu saya untuk memenuhi kebutuhan saya dan yg paling saya suka jika pesanan tdk sesuai barang bisa dikembalikan tanpa potongan biaya,1.0
harga lebih murah dari toko sebelah komplain konsumen cepat tangap,1.0
saya sangat kecewa dengan expedisi spxkurir tidak sopan dan selalu dipersulit,0.0
aplikasi yang dapat dipercaya,1.0
hebat,1.0
mantap,1.0
spaylater masih di bekukan tahun kemarin gw nanyain ke cs ada email masuk katanya shoppe meter saya di bawah  eh pas shoppe meter saya  dan aktif belanja di shoppe dan chat cs masih aja belum di buka aneh banget,0.0
bagus,1.0
sepi banget yang tanya aja ga ada apalagi yang belikalo ada yg chat pasti chat nya ceklist  tau terkirim dan terbalas atau tidak ke calon pembeli,0.0
aplikasi ini sangat buruk dari pengiriman dan barang palsu nya dan lebih mengecewakan lagi pihak shopee nya berpihak ke seler penipu saya mengajukan return bahwa barang rusaktidak bisa dipakai ntuk kalian yg ingin berbelanja online lebih baik hindari aplikasi busuk ini dikarenakan tidak akan bertanggung jawab atas semua pembelian kalian walaupun mengajukan return dengan bukti yg jelas,0.0
lambat sekali pengiriman paketx,1.0
harga lebih murah dari pada di tokoh,1.0
video di shope kebanyakan menipu lain di spil lain yang di jual kasian user yang baru menggunakan shope udah banyak korbanya  kalo bisa video yang gak sesuai di pilter aja terima kasih,1.0
memberi kenyamanan dalam komunikasi baik,1.0
apk bagus dan juga amanah,1.0
pertama  rekomendasi shopee video meresahkan terkesan menawarkan harga terjangkau padahal toko sudah tidak aktif selama beberapa minggu kedua banyak penawaran yang produknya berbeda dengan yang ada di video originalitas produk di video tidak sesuai dengan produk realnya,1.0
mantaaap,1.0
sangat mantappp,1.0
aplikasi bagus mempermudah kita belanja kebutuhan dan aman,1.0
aplikasi nya saya udah pakai bertahun dan baik pelayanan nyatapi  bulan yang lalu saya memesan barang sampai sekarang belum sampaiawalnya stuck aja  hariterus udah  minggu pas di cek udah kurir sedang menuju alamatmutapi aku tungguin ga ada kurir yg dateng lohhhharusnya kurir konfirmasi ngechat dulu kan bisaahirnya karna cape nunggu keesokan hari nya aku ke jt nya katanya paket aku ga adaaku cek di bagian lacak pesanan status nya kurir sedang ditugaskan selama  hr tp blm dateng,0.0
mantul,1.0
yang di butuhkan itu jawaban dan perbaikan bukan malah bertele tele doang eh malah tak ada hasilnya,0.0
membantu sangattproduk berkualitasbisa di andalkan,1.0
bagus,1.0
setiap bertanya ke customer service tidak pernah mendapatkan solusi,0.0
iklan lu dimana mana ganggu di chorme ada lu di mana mana intinya ganggu banget,0.0
ada gilanya shopee ni pengirimannnya kenapa bisa lama sekali heran,0.0
tpi pketnya lama banget sampainya,1.0
puas,1.0
saya senang dan juga sering belanja di shopee tetapi ada satu hal yang bikin saya kesal banget sama shopee yaitu iklannya itu mengganggu konten yang ingin saya lihat seperti saat saya hendak memencet link di google tiba tiba saja masuk ke aplikasi shopee nya dan juga susah untuk keluar dan itu sangat sangat mengganggu saya tolong lah developer nya di kondisi kan itu aplikasi  terimakasih nanti saya kasih bintang  deh klo udah di perbaiki,0.0
pengiriman sekarang sangat buruk molor berharihari dari estimasi,0.0
buat shopee sarannya cuma di kurir sihkarena masih ada kurir yang suka lebih in nominal dan gx ada kembalianudah kena biaya layanan mahal masih dikacangin sama kuriruntuk lebihan tergantung individu masing tapi etika kerja harus lebih diprioritaskansaya tau kalau mereka cari seseran dari lebihan bayar cod tapi jangan curang dengan bilang gx ada kembalian tapi besoknya ditagih malah minta lebihan lagi,1.0
shoope sangat sangat memuaskan,1.0
barang diterima sesuai,1.0
sudah bayar status masih blm bayar,0.0
bagus nih jadiiiiiisb,1.0
aplikasi yang sangat bermanfaat,1.0
bintang  ini bukan sekadar pujian tapi kritik dari saya pribadi selama saya pakai shopee saya lihat kurir spx express sangat profesional melakukan profesinya namun untuk kali ini saya kecewa total saya ada di rumah nomor hape aktif gak di silent tapi paket dibatalkan karena hal sebaliknya malah paket tersebut dikembalikan bagaimana solusinya saya muak dengan sifat tidak profesional seperti ini mohon ditindaklanjuti,1.0
penanganan masalahnya tidak diberi kejelasan pelayanan cs sangat buruk,0.0
paket saya stuck udah setengah bulan udah komplain berkalikali cuma di tanggepin doang tapi setatus pesanan ngga berubah tolong di perbaiki lagii,0.0
mohon maaf sebelumnya aplikasi shopee indonesia ini sebenarnya sudah cukup bagus karena menyediakan spaylater dan spinjaman karena sangat membantu untuk transaksi saya dalam hal transaksi pembayaran online tapi saya sangat kecewa dengan aplikasi spaylater ini karena saya sudah bayar tagihan tapi tidak bisa menggunakan fitur ini lagi mohon pihak shopee lebih memperhatikan peraturan yang ada jangan sampai pelanggan atau pengguna aplikasi ini kecewa saya sudah lama menggunakan aplikasi ini,0.0
hama bet setiap muncul iklan apk ini pasti selalu susah buat keluar dari iklannya,0.0
diskon tidak bisa dipakai,0.0
bagus,1.0
ini aplikasi membantu banget aku mau beli barang jadi nggak ribet bagus juga aman banget aplikasinya udah terpercaya thankyou,1.0
pelayanan dalam pengembalian hak konsumen saangat mengecewakan dan tidak baik pengajuan dana refund tiket peswat saya dari tanggal  februari    mei  belum juga di kembalikan kalian menahan hak hak konsumen tim shopee binatang tidak bertanggung jawab sama sekali menahan hak konsumen dan memakan yang bukan hak mereka aplikasi seperti seharusnya di hapus saja sangat merugikan,0.0
bagus aja si,1.0
shopeee krennn,1.0
belanja macam macam,1.0
selama ini saya memakaimenggunakan platform belanja online hanya shopee yang tidak pernah mengecewakan saya yang lain payah dah,1.0
harganya sangat murah dan tidak bohong,1.0
baik,1.0
sangat baik,1.0
mudah amanah dan gak ribet,1.0
aplikasi ini suka bermasalah dan suka spam kebijakan returnnya pun gk jelas,0.0
udah  minggu barang belum sampe kesel banget,0.0
ok,1.0
terima kasih shopee aplikasi nya sangat membantu kebutuhan sehari hari kamis semoga shopee tetap sukses dan selalu terdepan,1.0
baru kali ini kecewa banget pesen cushion refil nya malah datang bedak tabur ngga jelas tnpa merek,0.0
pecah koin gak bernilai cuma perak anminimal kasih seharga sebiji permen lah,0.0
murah,1.0
uih mengerikan,1.0
alhamdulillahselalu dapat harga murah,1.0
terimakash,1.0
cocok tau,1.0
jasa pengiriman spxnya,0.0
shopee sangat sensitif dan tidak relevan apalagi terhadap affiliate pemula sering kali dipersulit bahkan dipermainkan mulai dari akun dibatasi tidak bisa upload sv share link tibatiba akun dinonaktifkan padahal aturannya sendiri suruh share link bahkan lebih parahnya akun mudah dibanned permanen garagara masala kecil itupun sekali bukannya dikasih peringatan main blokir aja tibatiba saran mending ecommerce lainnya lebih baik untuk affiliate jauh lebih baik ditiktok,0.0
bagus,1.0
shopee tolong kasih nomor kurir di bagian pengantaran karena kalo pesenan yang ga cod pasti dikirimnya lambat pdhl status udah diantar kurir pdhl kalo cod pasti lgsg dianter tolong ya pihak shopee kalo gini jadi ga bisa ngehubungin kurirnya,1.0
kulir nya lelet semua bjur lah,0.0
mantap,0.0
bagus,1.0
shopee emang jos pesanan sesuai,1.0
bagus,1.0
produk di beranda ga sesuai yang diminati padahal udah search produk yg kita minati tapi tetep itu aja yg direkomendasikan mau cek in biar dapet poin aja lemotnya minta ampun harus berulang kali nge refresh,0.0
sangat sangat rekomendasi,1.0
saya mesen barang di akun baru kok malah ke blok yaa udah bayar padahal loh emg si blom verif email si tapi kan udah ada nomor telpon kenapa gabisa yaa duit saya gimna itu,0.0
sangat puas pakai aplshoopie tdk ribet pokoknya muantaaap betul,1.0
kurirnya busuk  paket gak dianter malah ditinggal dirumah  diambil kantor gak bisa,0.0
dear shopee tolong yaa kalau mau pake spaylaterrincian tambahan biaya penangananbunga bank nya ditaruh difakturjangan belakangan gitubiar jelas padat dan woke biar tidak terkaget kaget shopee,1.0
ok,1.0
banyak merek yg di cari tidak kelihatan seperti pedro yang di tampilkan malah merek lain,0.0
skrg mb ny nambah besar yadi hapesaya lemot bgt skrol pilihlemot bgtturunin lg mb y biar ga lemot,1.0
suiiipp,1.0
saran saya untuk masyarakat indonesia mending jangan download shope atau pakai shope bagi penjual maupun pembeli cs nya nggk bisa nyari solusi ketika akun terdapat kendala masalah pada apk  kalian punya otak yang pintar pakai tokopedia tiktokshop saja beli sesuatu tidak ribet jadi penjual pun tidak sulit kayak aplikasi shopee ini saya benar benar kecewa saya meluapkan amarah saya hanya melalui comentar di apk ini agar masyarakat indonesia pada tau buruknya apk shope ini,0.0
bagus,1.0
aplikasinya bagus bagus,1.0
sangat bagus puas dengan pelayananya,1.0
goooddd,1.0
alhamdulillah aplikasi ini memudahkan kita utk mendapatkan barang yg kita inginkan sesuai dgn kemampuan intinya memudahkan kita berbelanja terkhusus bagi orang yg tdk pandai menawar barang seperti saya,1.0
sangaaaaaaat puas dgn sopiee,1.0
pengembalian barang dan dana nya ribet dan lama bahkan seperti pihak shopee seperti membantu kecurangan seller,0.0
seneng banget beli di shopeeselain barang nya bagus harganya juga murah,1.0
aplikasi gk jelas,0.0
susah masukin alaman langsung keluar tanpa ke simpan alamatnya aneh,0.0
perasaan dulu gw liat nih rating olshop ini  deh kok sekarang tiba jadi  padahal mah sistemnya ga bagus amat sering error bahkan sistem aplikasi malah ngawur ini bisa tinggi lagi lu ngebayar playstore yaakk di refresh lg ke rating tinggi permainan kotor bahkan sistem aplikasi pun juga kotor harga di beranda  ehh pas di klik ternyata  ihhh isinya setan apa gmn dah tuhh kok bisa berubah ga jelas,0.0
bagus,1.0
kenapa sekarang pengiriman nya agak lambat ya bisa sampai satu mingguan biasa nya  hari sudah nyampe,1.0
pengiriman lama selalu melewati batas estimasi,0.0
sangat puas,1.0
saya sebai customertolong stiap kurir di treaning supaya lebih sabar menghadapi customer krena itu rssiko pekerjaan kita belanja bayar pake uangterkadang kita sbagai customer membeli tidak sesuai tetep kita bayarmeskipun barang di kembalikan juga bisatapi terkadang kita lebih memilih untuk menerimanya dan membayarnya,0.0
𝔰𝔞𝔫𝔤𝔞𝔱 𝔭𝔲𝔞𝔰,1.0
top,1.0
murah,1.0
sangat bagus,1.0
mantap,1.0
belanja lebih mudah ngak perlu ribet,1.0
banyak penipuan,0.0
good puas banget,1.0
sekarang parah dari pihak spaylater dan spinjamlimit spaylater rb akun gk bisa buat belanjapadahal bayar tagihan tidak pernah terlambatbener kecewa dan su gguh parah dan payah,0.0
memudahkan belanja online berbagai kebutuhan dan dapat dipercaya produk²nya tapi ada juga beberapa seller yang kurang berkenan mutu produknya  sukses sll shopee,1.0
puas belanja di shopee,1.0
tolong tambahin folder khusus wishlist favorit biar ga ke campur semua barangbarang yang pingin di beli,1.0
belanja lebih menyenangkan dishopee banyak diskonnya lebih ngirit waktu juga,1.0
sangat membantu sekali berbelanja di shopee semakin mudah dan akurat,1.0
terkait opsi stuck pengiriman telat dlm informasi update,1.0
terlalu lama dalam pengiriman  hari barang tampa ada pergerakan management pengiriman berantakan,0.0
pengiriman lama banget kek siput semingguan bisa bisanya nyampe paket ga kek aplikasi sebelah  hari udah dtg jdi mls mesen di sini tolong ya ganti aja ekspedisi nya biar cepet,0.0
barang bagus,1.0
apakah dsini bisa meminjamkan uang kepada orang yang butuh termasuk sya slah  nya,1.0
terimakasih atas pelayanan nya saya muhammad teja almaruf,1.0
sejauh ini shopee tenpat belanja ternyaman,1.0
shopee mantap dan super keren,1.0
kasih banyak terima kasih,1.0
aplikasi belanja terbaik nomor satu di indonesia,1.0
buat lebih bagus lagi,1.0
paket pengiriman cepatsesuai estimasiamankonfirmasi kdtangan pakettoko toko yg amanah,1.0
apk ini sangat memuaskan aku suka,1.0
untuk saat ini nyaman belanja bersama shoope,1.0
tolong sisitem coinnya diperbaiki karena saat saya menukarkan coin sopi karena uang saya kurang  perak sistem tidak bisa mendeteksinya alhasil saya tidak bisa membeli barang tersebut shopee pay,0.0
aku sudah kasi bintang lima skrg tingkat terus layanan nya,1.0
bintang  buat shopee selalu puas dengan barangbarang yang saya beli kualitasnya oke dan kuat pelayanan seller terbaik dan sangat membantu terima kasih shopee sudah jadi platform belanja andalan saya,1.0
tidak bisa aktifkan paylater,0.0
kadang ada toko yang tidak amanah,1.0
melebihi tanggal estimasi tolol banget jir,0.0
sukaaaaaa maksaih,1.0
sangat puaslah mslah pelaynanxis the best dechbuat shopee,1.0
sekarang pengiriman lama terus tidak kayak dulu pas masih sama jt pasti pesanan cepet sampai kaya dulu,0.0
aplikasi suka error ngelag padahal sinyal bagus bad lah pokoknya mending belanja di app lain aja,0.0
amat sangat bagus dari segi kiriman baguss pollll gak cacat,1.0
belanja dua kali udah lama nunggu malah dibatalkan sepihak sama shopee,0.0
pengiriman tepat waktu dan barang tersegel serta kondisi baik,1.0
bagus,1.0
kenapa sekarang shopeefood nya mahal bgt ya beli makanan harga k kena ongkir k  biaya layanan aja sampe k padahal gk jauh bgt kok warungnya lebih mahal ongkir sama biaya layanannya dri pada harga makanannya mau dapet voucher gratis ongkir pun cuma ngurang k doang setengahan harga sama harga makanan nya kikir bet dah,0.0
ganti hp pas login shopee pake berbagai macam metode terus diwajibkan verifikasi wajah udh berulang kali dicoba selalu dibuat sistem error woi yg bener ajaaa udh jelas yg punya akun siapa masa karna ganti perangkat atau hp jadi gabisa ngenalin jelas jelas udh login email login dari wa pake sandi ahhh aplikasi bego,0.0
pengiriman cepat alhamdulillah barangbarang aman dan dikemas dengan rapi harga bersaing terima kasih shopee untuk pelanggan yang menyertakan alamat rumah bukan tempat anda tinggal tolong jangan malas menyertakan nomor yang bisa dihubungi atau keterangan tambahan agar kurir tidak bingung terimakasih,1.0
nge ganggu bnget di crome aplikasi jelek tutup aja banyak penipuan sering nyedot saldo di dana atu bri sebaik nya jangan di dowload,0.0
sangat membantu untuk keperluan rumah tanggaperabotan keperluan dari bayi sampai dewasa semua sesuai terima kasih shopee,1.0
aku ganti jadi  sbelumnya aku kasih  terimakasih shopee thn sudah barang ga pernah kecewa mau itu seller  mall,1.0
cakep,1.0
saya seneng belanja disini tapi sangat disayang kan ketika beli makanan d shopefood harusnya pihak shope jangan bikin double double order gt jadinya bikin nunggu lama,0.0
mantap,1.0
shopee vip emang mantabbbb,1.0
perbaiki tuh sistem top up nya jngn di korup,0.0
ok,1.0
malas retus kenapa sekarang pelayanan jelek jelek,0.0
kali ini saya kecewa pengiriman sudah seminggu pesanan belum tiba stuck di semarang aja,0.0
sangat puas pelayanan shopee,1.0
mantap sangat membantu sekali,1.0
lemarinya bagus gampang di pasang pengiriman jauh k sanger gak ad yg rusak padahal dosnya uda ad yg kebuka²,1.0
bagus,1.0
oke,1.0
tempat belanja tanpa ribet,1.0
sangat puas,1.0
banyak diskon mantp,1.0
bagus,1.0
aku kasih bintang  agar muncul di atas tolong yaa aplikasi nya ini sudah bagus bngt banyak diskon juga tapi satu bermasalah di pengiriman tolong gudang sortir di bandung alias bandung kopo dc tolong di perbaiki banyak paket yang kehalang disana termasuk paket saya  hari di kopo dc,1.0
josss,1.0
keren,1.0
shopee payleter susah bner percaya keorang ada saran lainkan supaya bisa kredit lebih baik,1.0
tolong yang tokonya tidak amanah ditutup aja,1.0
sangat puas,1.0
ok mantul,1.0
sangat membantu belanja keperluan rumah tangga dll,1.0
belanja jadi gampang,1.0
terimakasih,1.0
cepat kirim nya,1.0
shopee jhosssgandhoos,1.0
amanah dan terjamin,1.0
shopee belanja apa aja mudahsangat membantu kebutuhan kitaterus berkembangsukses,1.0
baik,1.0
udah langganan shopeevip ongkir nya tetep aja mahal kecewa sih mending gausah langganan deh,0.0
semenjak pindah ke shopee indonesia ini saya sangat puassbaget dan amanah,1.0
apalah pas mau liat pesanan lag banget padahal buka yg lain bisa dasar aplikasi aneh,0.0
good,1.0
cepat dan tepat,1.0
dari pihak kurir dan pengiriman barang tolong lain kali jgn terlalu lama dan kurir biasa gak menghubungi whatsapp customerterus juga bisa seenak nya kurir meretur barangkarena dengan alasan lokasi pembeli tidak di temukanpadahal dri kurir nya yg tidak ada menghubungi kontak,0.0
puas belanja di shopeeharga bersahabat,1.0
pelayanan tidak memuaskan banyak iklan tidak penting pembeli diabaikan banyak prosedur tidak konsisten dan amanah,0.0
ok lanjutt,1.0
terang juga lampunya modelnya bagus,1.0
sesuai pruduk no tipu tipu,1.0
terbaik,1.0
makin jelek aja nih shopee masa pesanan sata di batalin semua udh ga serublanja di shopee,0.0
sangat puas belanja online semua lancar dan amanah terimakasih semuanya,1.0
tiap buka shopee langsung masuk shopee live ini sangat ganggu banget sih bayangin aja kita buka di tempat rame atau ingin buka secara diam² saja ee malah kedengeran suara shopee live sumpah ganggu seharusnya berikan keleluasan pada pengguna apakah ingin cari produk lewat shopee live atau scroll  pencarian di apk secara mandiri jujur saya lebih nyamandengan scroll atau lewat search product apa yang saya inginkan,0.0
semua bagus mulai apk sampe jasa ekspedisi hanya karena ulah satu oknum kurir spx bisa bikin nama baik hancur tolong di evaluasi kurir spx di area pare kediri jawatimur yang suka chat pagi  bahkan sampai maghrib pesanan belom nyampe  gak sekali dua kali tapi berkali kali  hari ini  mei  dan bahkan pembatalan pesanan bikin dokumentasi bukti pengiriman bukan foto rumah saya tapi foto rumah orànglain masih ada ss nya di saya tgl  mei,0.0
saya sangat puas banget belanja di shopee belanja lebih mudah dan praktis tidak menyita waktu,1.0
selama ini baikbaik saja,1.0
bagus,1.0
oke,1.0
yahbiasa,1.0
dulu cuma  hari sampai lokasi sekarang  hari baru sampai diskon nya doang gede tapi kalah cepat sama tokopedia urusan kurirnya,0.0
ok,1.0
puas beli dishopeee love sukses trus ya,1.0
aplikasi yang bagus buat belanja online,1.0
sangat puas dengan shopee,1.0
bagus,1.0
memuaskan selalu amanah,1.0
sangat membantu,1.0
good fast respon transaksi kuota  pulsa lanjay,1.0
beberapa kali pesan paket tidak pernah sampai kemudian disuruh batalin kocak shopenya,0.0
selalu sesuai yang dipesan,1.0
aplikasi sangat bagus buat belanja online secara mudah,1.0
harusnya ga perlu aktifkan lokasi ketika mau beli barang,1.0
mantap,1.0
waw,1.0
memuaskan,1.0
paket stuck semua ga jalanjalan,1.0
terimakasih shopee memudahkan berbelanja tidak perlu keluar rumah sangat menyenangkan belanja online berkat aplikasi shopee berbelanja gak ribet dan mengasyikkan,1.0
sangat mudah berbelanja,1.0
tidak bisa membatalkan pesanan saat salah lokasi,0.0
bagus,1.0
seneng belanja lewat sini gampang tapi kenapa banyak kendala sih heran,1.0
kurir tidak amanah,0.0
bagus banyak diskonnya,1.0
maaf ya shopeekadangkadang pengiriman salah tolong jangan sampai salahya biar aku suka tapi mbya di kurangi,1.0
gak bisa chek out,0.0
kelamaan pengembalian dana  sehingga kalau butuh uang nya harus nunggu dlu,0.0
berbelanja di shopee murah dan kualitas nya bagus,1.0
sangat buruk untuk apk shopee sekarang saya pesan paket sudah  hari tidak sampai toko dari tanggerang tujuan paket ke lampung padahal di estimasi cuma  hari dalam proses pengantaran saja sudah x gagal untuk hari ini yg ke x pengantaran gk tau sampai atau tidak hari ini kejadian seperti ini bukan hanya sekali tapi sudah sering masih mending di apk totok karna lebih profesional,0.0
sampai sekarang masih setia belanja menggunakan shopee dan diskonnya tiap bulan pasti ada dan banyak,1.0
terlalu banyak penjual penipu tolong shoppe di cek lagi penjualnya  pengiriman sangat lambat sampai barang rusak dijalan laporan cs nda ad solusinya,0.0
terbantu banget dengan ada nya shoope belanja jadi lebih mudah dan sistem return yang praktismohon terus di tingkat kan lagi pelayanan nya,1.0
keren,1.0
cod cek dulu membuat kurir spx jadi lama memang bagusnya cek dulu bisa mempermudah pembeli kalau barang tidak sesuai atau ada kerusakan di jalan tapi itu juga termasuk resiko belanja online yang harus ditanggung oleh pembeli biarkan saja pembeli sendiri yang mengembalikan barang pesanan kalau ada yang tidak sesuai bukannya menambah jam kerja kurir yang membuat pengiriman jadi lama dari pengguna shopee untuk shopee kecepatan pengiriman lebih baik daripada kemudahan pengembalian,0.0
oke baik,1.0
good job,1.0
bagus membantu ekonomi,1.0
iklan lu tuh ganggu anjing udah syukur gw download gw simpen di hp gw tapi tiap iklan lu muncul gw langsung di arahin ke apk lu mana berulang lagi gw hapus gw pengin tenang gak di ganggu iklan lu cuih,0.0
puas pakai shopee,1.0
ok,1.0
aplikasi shopee sekarang berat lemot banget padahal udah di update versi terbaru gak kayak dulu lancar sekarang banyak kendalanya mau buka aplikasinya suka lamaaakadang ngeblang putih doang mau memuat halaman juga sama lama terkadang keluar sendiri dari aplikasinya tolong pihak terkait diperbaiki lagi aplikasinya udah coba beberapa cara tetap aja kayak gitu,1.0
dulu,1.0
lumayan,1.0
sejak dulu saya pelanggan vip beberapa bulan ini shopee menyebalkan seolah dengan memberi kompensasi tak berguna sepuluh ribu perak kemudian menganggap enteng keterlambatan kurir eh kita gak butuh duit kompensasi,0.0
rp shopee ini rp  ipad pro  m inch banget sih kalo aku gk harusnya kenapa sih shopee  ini ada,1.0
shopee pinjamnya lama banget approvalnya padahal gw termasuk orang yang selalu bayar tepat waktu jadi mendingan pindah kesebelah aja apk ijo,0.0
shopeememang ok,1.0
bagus,1.0
selama saya menggunakan shopee segalanya jd mudah dan gampang barang yg sy cari selalu ada dan juga murah banyak ragamnya juga selama ini shopee selalu menjaga agar konsumen tidak ragu atau bimbang terhadap pelayanan pembelian produk yg diberikan kepada konsumenserta selalu menjamin kenyamanan bertransaksimantap pokoknya  trima kasih shopee,1.0
bagus ⁰⁹,1.0
membantu sekali,1.0
mempermudah,1.0
responsif good costumer service pokoknya tingkatkan terus pelayanannya min,1.0
jos,1.0
mantab ziwa,1.0
harga murah pengiriman cepatbarang yg di toko seller sesuaibanyak promo dan vuchernyamakasi shopee lite,1.0
udah kerasa semenjak ada spx paket jadi pending lama kalo dari pihak ekspedisi masih belum bisa cover balik aja kayak dulu mau ambil di drop point juga gak bisa,0.0
nggak bisa ke instal,0.0
ini apk lama² jadi semacam apk tiktok setiap buka apk shope langsung disambut video drakor sungguh menjengkelkan orang mau cari barang malah suruh nonton drakor,0.0
cs dan tim shopee skrang kinerja nya pada buruk ya masalah blm di selesaikan lgaung ttup chat tutup laporan dengan jwban yg template itu aja di tnya apa jwbnya apa kyknya pada males bnget utk mmbantu permasalahan kami smpe di kasus pelaporan aja bgitu di jwab dgan jwaban yg template lgsung main ttup laporan gitu aja dgan di tandai masalah selesai ampun dah shopee shopee bngung sy utl cri solusi ny sdang kan chat cs dan lgsung ke tim nya aja kyk gitu,0.0
kak ini kenapa udah ngikutin standar shopee msh di hapus yaaa kebijaksanaan dari mn ini ga masuk akal sii standar shopee udah msh di hapus aneh ga kayak toko ijo dan tok tok ga bnyk aturan lama shope di tinggal sama bnyk orang,0.0
berak,0.0
keren,1.0
pengiriman lambat sudah lambat di batal kan sepihak tanpa alasan tertentu kecewa,0.0
kenapa susah banget sih kalau lagi chat sama kurir selalu loading muter ujung nya pesan tidak terkirim padahal koneksi kenceng chat sama penjual juga aman aja giliran chat sama kurir loading terus berujung pesan tidak terkirim dan ini sudah berlangsung lama bukan baru ini padahal apk sudah di update sudah di clear chace,0.0
aku rating buruk dulu smpe akunku balik dan pesananku dimunculin statusnya apa kalo ga minimal saldo ku ribu itu dibalikin cs juga skrg gda respon biasanya paling cpet  jam bales ini lebih dari  jam gables bales,1.0
pokok nye shopee deeh,1.0
pokoknya puas,1.0
kyk udh bener unisntal ajaganti ke hitam lebih cepatpihak shopee payah gk ada perbaikan,0.0
saya senang belanja di shopee,1.0
belanja di shopee sering puas tapi kalau da penjual nakal bikin kita kesel gk puas kecewa abis misalnya tolong shopee ikutan menertib kan dongagar kita tambah suka ma shopee,1.0
hu hu,1.0
mantap,1.0
saya sangat puas dengan pelayanannya mas kurirnya baik baik dan sopan semoga shopee makin jaya,1.0
shopee cukup informasi dan berkualitas,1.0
shopee the best,1.0
tolong buat pemerintah lebih di perhatikan lagi ini shope sungguh banyak merugikan masyarakat indonesia apalagi pedagang yang sering di main pembeli untuk minta dana refund dimana uang pedagang jadi tertahan mending pedagang yang banyak modal kalau baru jualan gimana nasih makan anak istrinya kalau uangnya tertahan  perlu di perhatikan untuk dapat toko merchant yang tidak proporsional ini buat kantor perwakilan di tiap daerahagar melayani komplain lebih baik,0.0
mantap,1.0
sebagai aplikasi olshop sudah bagus cuma iklan shopee sangat mengganggu disetiap aplikasi lain  selalu otomatis masuk sistem lacaknnya acakacakan,1.0
tolol,0.0
shopee food sekarang banyak kali biaya ini itu nya di luar biaya pengiriman kenak  di luar biaya ongkir masak ada biaya pengemasan seharusnya beli makanan ya udh itungan sama biaya pengemasan tambah lagi biaya lain² nya padahal nanti biaya nya gk nyampe ke seller dan harga yg tertera juga pasti lebih mahal dr harga seller ini di bebani lagi biaya lain² mending shopee perbaiki diri lah udh banyak orang yg komplain masalah biaya ini itu jangan nanti orang² ninggalin shopee,0.0
kenapa ya belakangan ini paket nya lama sekali datang padahal etimasi nya  hari tapi seminggu belum datang juga ini udh kesekian kali nya lo padahal waktu kita berharga,1.0
mantap,1.0
paket sudah  hari belum sampai  pengiriman bolak balik ngga jelas padahal alamat nama nomor dah sangat jelas  lambaaaaaat,0.0
bagus,1.0
sangat membantusekali,1.0
lumayan sih belanja disini tp  hadiahnya kecil bangeettt kurang banyak,0.0
suka dengan promonya,1.0
apaan sekrang shopee dulu paket telat sampe dapet voc potongan k min belanja k sekrang min bel k ga masuk akallllllllll,0.0
mantap,1.0
lumayan lengkap harga terjangkau,1.0
x pesennnnn kenapa pesanan saya dibatalkan trusspdhl udh jelas estimasi tiba nya udh tertera oke deh klo telat  hr ini smpe berminggu udh gtu maen batalkan aja ga lagi deh pake shope lgi,0.0
shopee sekarang lama banget pengiriman nya gak kayak dlu apalagi semenjak gak bermitra lagi sama ekspedisi lain udah kayak se enak jidat ngirim paket orang,0.0
shopee konsisten free ongkirexcellent,1.0
waspada sebelum langganan vip meskipun sudah bayar promonya tetap sistem rebutan dan vouchernya banyak yang eror saya pribadi sudah rugi voucher mcflurry karena hilang di sistem tanpa bukti sampai sekarang voucher point coffee dan mcd ice cone pun masih belum bisa digunakan pikirpikir lagi sebelum langganan,0.0
penglman yg memuaskan,1.0
